50.2068	0.571715	-0.817712	28.5301	2.72362	-2.18799	87.0352
51.2593	-0.910044	1.26039	42.2595	2.0976	1.85454	97.0229
44.7869	-2.09769	-2.67822	41.2746	1.01794	-2.07894	89.8721
32.6656	-1.48848	1.01014	28.98	1.58555	-0.872475	90.8468
47.1814	-1.83081	2.11693	13.6106	1.02374	-0.223192	89.2243
36.9557	1.20636	-0.138499	23.8225	-1.32761	-0.0228652	56.7287
35.7191	-2.55259	2.59332	34.7086	-0.0474887	1.08516	88.7139
26.1539	0.290217	0.166811	20.3209	-2.93615	-2.34958	87.6566
37.8128	-2.19869	2.38943	30.6835	0.866193	0.738643	92.641
43.2346	-3.00343	-0.113953	38.2817	0.13824	-0.970639	88.9449
56.82	2.53588	2.10773	43.0929	-0.783606	2.06869	98.5931
50.4879	-2.97641	-1.56527	43.2944	0.307719	-1.60162	93.2841
48.8912	2.43075	-0.395183	37.2671	-1.1194	0.248573	88.1462
48.4344	-1.78498	-1.34377	33.3001	1.59538	-2.44154	92.2327
55.7024	2.84873	0.243805	35.2374	0.0918311	-0.488034	93.0771
36.7168	-1.2359	-0.847023	32.6156	2.08472	0.726038	91.5367
56.4257	-1.94537	-0.341138	28.4161	1.13801	0.833443	94.2687
41.8697	1.51636	-0.273511	37.9423	-1.6209	-0.382603	79.8337
50.7895	0.818187	1.79645	39.3033	-2.59016	2.37046	92.3014
50.1525	2.84024	1.23534	30.7376	-2.13093	-0.530907	92.1465
39.2231	2.50131	-2.34122	29.3673	-1.20564	-1.35725	73.873
35.6573	1.20307	0.193565	8.39702	-1.32092	2.11935	50.8528
66.2438	-1.0088	-1.43481	31.7195	2.51848	-1.21979	90.519
38.7288	1.57109	0.781862	27.5418	-1.50547	-0.704232	84.1699
45.2663	1.78709	1.1092	25.4235	-1.97741	2.65147	86.5788
50.8273	1.93496	1.14899	42.7381	-1.05899	1.47999	94.2441
50.0418	-1.87268	-1.09612	37.1432	1.10548	-0.564598	89.0108
36.8027	2.36188	1.39579	35.4183	-0.984249	-0.10877	93.3311
39.4021	1.1438	2.11282	27.4299	-1.8008	0.453762	89.4672
30.535	-1.24849	-2.04803	17.8611	2.49133	0.601842	93.0503
44.0868	3.10789	-1.79899	36.0624	-0.531584	-0.907702	85.5706
35.7925	-1.14952	-1.00043	25.1248	3.02174	0.990292	87.3656
46.2742	-2.43981	0.189205	37.3554	0.71336	-0.102521	84.0374
39.3637	-2.618	2.52571	29.1909	2.36704	1.65506	51.0561
